제목,구분,카테고리,지역,연령,성별
[양천구] 1인가구 상담멘토링 '멘티' 추가 모집 중,상담,기타,양천구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 사회적관계망 모임 지원 공모,소모임,외로움,금천구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[진행중] 24년 3월 한끼뚝딱 요리활동 참여자 모집,프로그램,기타,강동구,"20,30,40,50,60,70,80,90,100","남성,여성"
공유공방 4월(장미꽃 바구니),프로그램,기타,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
삼시세끼 요리왕(중장년 1인가구 요리프로그램),프로그램,기타,성북구,"40,50","남성,여성"
[종로구] 장?노년기 1인가구 자기효능감 향상 프로그램 '스마트 라이프: 사진'(모집완료),프로그램,기타,종로구,"60,70,80,90,100","남성,여성"
[광진구] 1인가구 건강한 식단교육 '식의보감',프로그램,기타,광진구,"20,30","남성,여성"
2024년 1인가구 상담멘토링 '멘티' 모집,상담,외로움,동작구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
동일이의 관계이음,프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[모집완료] 건강루틴챌린지 '당신 근처의 친구' (2기),프로그램,기타,구로구,"20,30,40,50","남성,여성"
[지역사회네트워크] 중장년 1인가구를 위한 '1생2막'참여자 모집,프로그램,외로움,강남구,"40,50,60,70,80,90,100","남성,여성"
1인가구 개인상담,상담,외로움,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
<모집 종료> 1인가구 보호종료아동 프로그램: 밥반찬의 달인 2회기,프로그램,기타,용산구,"0,10,20,20,30","남성,여성"
<모집 종료> [중장년 1인가구지원사업] '행복한 밥상 : 소셜다이닝_요리2주제' 모집 안내,프로그램,기타,용산구,"40,50,60,70,80,90,100","남성,여성"
"(마감) [성동구] 성동구 1인가구 스포츠,문화 지원 프로젝트",프로그램,기타,성동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
마포1家_정리수납편 참여자 모집(모집종료),프로그램,주거,마포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[진행중] 24년 3월 화이트데이 기념일 참여자 모집,프로그램,기타,강동구,"20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 정서심리 프로그램 ‘힐링원(1)해!’ 참여자 모집♥,프로그램,외로움,서대문구,"20,30","남성,여성"
[주거복지] 1인가구 주거복지 이동상담 <1인가구 주거상담소> 1회차 참여자 모집,상담,주거,강남구,"20,30,40,50,60,70,80,90,100","남성,여성"
일대일 방문 정리컨설팅,프로그램,주거,성북구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[6월 토요시네마] 디즈니 <알라딘> 상영,행사,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[광진구] 1인가구지원사업 '웰빙간식레시피',프로그램,주거,광진구,"20,30","남성,여성"
함께하는 취미생활 - 에세이 쓰기 <만남이 좋아> 참여자 모집,프로그램,외로움,관악구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
힐링 아로마테라피 참여자모집,프로그램,기타,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[1인가구 인문학]청년독서살롱 <북 다이브> 1차,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
<중구> 청년 1인가구 무비나이트 참여자 모집,프로그램,기타,중구,"20,30","남성,여성"
1인가구 재무관리 프로그램,프로그램,기타,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[행복한 밥상] 식샤를 합시다 1기 모집,프로그램,기타,용산구,"40,50,60,70,80,90,100","남성,여성"
<중구> 1인가구 ?호러무비나이트? 참여자 모집,프로그램,외로움,중구,"20,30,40,50","남성,여성"
[노원청년일삶센터] 나쓰기살롱,프로그램,기타,노원구,"20,30","남성,여성"
[중랑구] 1인가구 안심장비지원사업 '안심홈 생활Ⅱ',프로그램,안전,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
슬기로운 정리수납 생활,프로그램,주거,양천구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[강서구]1인가구 상담 '공감 Login',상담,외로움,강서구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[노원청년일삶센터] 나답게 사는 마음 문법,프로그램,기타,노원구,"20,30","남성,여성"
1인가구 친환경 생활키트지원,프로그램,기타,영등포구,"20,30,40,50","남성,여성"
[마포구]행복한 1인라이프-금융편(부채교육) 참여자 모집 (모집종료),프로그램,경제/일자리,마포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
(마감) 성동 1인 스마트 생활,프로그램,기타,성동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 심리지원상담,상담,기타,양천구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
중구 1인가구 안심 홈 상담소,상담,주거,중구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[1인가구]집단상담 '마음에 쉼표 하나' - 대인관계능력향상 집단상담 -,상담,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
<모집 종료> [용산구] 자기돌봄 & 완벽한 솔로생활,프로그램,기타,용산구,"20,30,40,50","남성,여성"
1인가구 사회적관계망 모임 지원 [사소한 모임],소모임,외로움,강서구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
청년기 집단상담 '마인드 제로',상담,외로움,노원구,"20,30","남성,여성"
<모집종료>[동대문구] 1인가구 관계증진 프로그램 '슬기로운 1인생활',프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
'따로 또 같이' 신청자 추가모집,프로그램,기타,강북구,"20,30,40,50","남성,여성"
마포1家_생활안전편 1차 참여자 모집(신청 마감),프로그램,안전,마포구,"20,30,40,50,60,70,80,90,100","남성,여성"
<모집 종료> [용산구] 1인가구 사회적관계망 형성지원사업 '건강한 싱글',프로그램,기타,용산구,"20,30,40,50","남성,여성"
청년 1인가구 산책 힐링 프로그램 '꽃 필 때 걷자',프로그램,기타,도봉구,"0,10,20,20,30,40,50","남성,여성"
[마음건강]1인가구 마음건강 워크숍 소리치유<노래하는 그릇_싱잉볼이야기>,프로그램,외로움,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[광진구] 건강한 한 끼 만들기 '리틀 포레스트',프로그램,주거,광진구,"20,30,40,50","남성,여성"
[가족생활] 1인가구 지역 생활역량강화 프로그램 '걸어서 동대문속으로',프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[강서구]1인가구 상담멘토링프로그램 멘티 모집 연장,상담,외로움,강서구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
슬기로운1인생활(재홍보),프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[주거복지] 1인가구 집수리 지원사업,프로그램,주거,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[가족생활] 1인가구 지역 생활역량강화 프로그램,프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[1인가구 인문학]독서살롱<북 다이브>2차,프로그램,기타,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"[양천구]1인가구 관계증진,적응지원프로그램 '1취월장' 참여자 모집(마감)",프로그램,기타,양천구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
공간별 정리수납 프로그램 <나는야 정리왕>,프로그램,주거,도봉구,"40,50,60,70,80,90,100","남성,여성"
은평구 1인가구! 맞춤형평생학습 제빵 자격증 교육생 모집,프로그램,기타,은평구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[마감] 2022년 강동구1인가구지원센터,프로그램,기타,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[마감] 직업심리검사 참여자 모집,프로그램,기타,강동구,"20,30","남성,여성"
[은평구] 1인가구 2030 씽글벙글 경제교육,프로그램,경제/일자리,은평구,"20,30","남성,여성"
은평구 1인가구! 맞춤형평생학습 바리스타 자격증(기초반) 교육생 모집,프로그램,기타,은평구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[광진구] 1인가구지원사업 '내집내꾸',프로그램,기타,광진구,"20,30,40,50","남성,여성"
마포1家_생활안전편 2차 참여자 모집(모집종료),프로그램,안전,마포구,"20,30,40,50,60,70,80,90,100","남성,여성"
MBTI 해석상담 이벤트 참여자 모집,프로그램,기타,관악구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
청년 1인가구 '요리영통(요리로 영등포 청년들이 소통해요!)' 1기 참가자 모집,프로그램,외로움,영등포구,"20,30","남성,여성"
2024 전월세 안심계약 도움 서비스,상담,주거,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
강동구1인가구지원센터 4월 한끼뚝딱 참여자 모집,프로그램,기타,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[도봉구] 자기방어훈련,프로그램,안전,도봉구,"0,10,20,20,30,40,50,60,70,80,90,100",여성
[추가모집] 중장년 1인가구 사회적 관계망 모임 '동.작은 행복' 참여자 모집,프로그램,기타,동작구,"40,50,60,70,80,90,100","남성,여성"
[동작구] 1인가구지원프로그램 '멋진 미래를 위한 설계',프로그램,경제/일자리,동작구,"40,50,60,70,80,90,100","남성,여성"
[양천구] 1인가구 자기돌봄 프로그램 '싱글라이프' 참여자 모집,프로그램,외로움,양천구,"20,30,40,50","남성,여성"
[노원청년일삶센터] 일삶공작단 모집,프로그램,기타,노원구,"20,30","남성,여성"
서울시 1인가구 지원 사업 상담멘토링_멘티 모집,프로그램,기타,용산구,"20,30,40,50","남성,여성"
[노원구일삶센터] 자기방어기술 배우기,프로그램,안전,노원구,"20,30","남성,여성"
[서대문구] 슬기로운 여성 안전생활 안심홈 5종세트 추가접수,프로그램,안전,서대문구,"0,10,20,20,30,40,50,60,70,80,90,100",여성
(모집완료)[중랑구]슬기로운의식주생활(예비1인가구편),프로그램,기타,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
(모집완료)[서대문구] 서대문구가족센터를 사랑할'수박'에,프로그램,기타,서대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"[관악구] 책보고, 쉬고, 마음을 채우는 '친애하는 나의 집 in 관악' 참여자모집",프로그램,기타,관악구,"20,30,40,50,60,70,80,90,100","남성,여성"
[진행중] 새해맞이 행운의 선물뽑기 이벤트,프로그램,기타,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"중장년1인가구소셜다이닝행복한밥상'언제나,맛나'",프로그램,기타,송파구,"40,50,60,70,80,90,100","남성,여성"
[동대문구] 건강한 식재료로 맛있는 한끼 만들기 '나눔의 미덕',프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[마포구]셀프 보디가드 2탄 참여자 모집 (모집종료),프로그램,안전,마포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
지역탐방 프로그램 걸어서 동대문속으로,프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
3월 월간프로그램'내 마음의 색깔들',프로그램,기타,송파구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
희망의 집수리,프로그램,주거,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
기적의 정리코칭,프로그램,주거,성북구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
강동구1인가구지원센터 스마트 공유부엌 이용안내,프로그램,기타,강동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
1인가구 전월세 안심계약 도움 서비스,프로그램,기타,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
김앤장 사회공헌위원회와 함께하는 1인가구 '생생법률통',프로그램,기타,영등포구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
완벽한 솔로생활-4월-,프로그램,기타,용산구,"20,30,40,50","남성,여성"
기적의 정리코칭,프로그램,주거,성북구,"20,30,40,50","남성,여성"
건강하고 행복한 연애를 위한 '우리사이愛티켓',프로그램,기타,동작구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
중장년 1인가구 디지털 리터러시 교육 '스마트한 동일이',프로그램,기타,동대문구,"40,50,60,70,80,90,100","남성,여성"
[1인가구 개인상담] '뿌꾸네 마음쉼터',상담,외로움,강북구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"[은평구] 중장년 1인가구를 위한 '같이, 드로잉2'",프로그램,외로움,은평구,"40,50,60,70,80,90,100","남성,여성"
은평구 1인가구! 맞춤형평생학습 바리스타 자격증(라떼아트반) 교육생 모집,프로그램,기타,은평구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
상담사와 함께하는 1:1 미술심리 개인상담,상담,외로움,성동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[주거복지] 1인가구 주거복지 교육 <2022년 주거복지제도 이해하기>,프로그램,주거,강남구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
건축도장기능사 자격증반,프로그램,경제/일자리,성동구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[가족생활] 동일이의 라이프코칭 겨울편,프로그램,기타,동대문구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
중장년 소셜다이닝 행복한밥상 참여자 모집!,프로그램,기타,동대문구,"40,50,60,70,80,90,100","남성,여성"
[양천구] 1인가구 심리상담,상담,기타,양천구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[마감]주거복지사업(정리수납)강의 참가자 모집,프로그램,주거,강동구,"20,30,40,50,60,70,80,90,100","남성,여성"
<모집 종료> [용산구] 완벽한 솔로생활_8월 프로그램,프로그램,기타,용산구,"0,10,20,20,30,40,50","남성,여성"
[양천구] 서울시 1인가구 상담멘토링 프로그램 멘티 모집,프로그램,외로움,양천구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[모집마감][소셜다이닝] 청년 1인가구를 위한 <소.소 밥상> 참여자 모집,프로그램,외로움,강남구,"20,30","남성,여성"
"1인가구 생필품비 지원 프로그램 “일상, 선물”_4월",프로그램,기타,광진구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[동대문구] 동일이의 비밀상담소(1인가구 전문 심리상담),상담,외로움,동대문구,"20,30,40,50","남성,여성"
[동작구] 1인가구의 안전하고 행복한 연애를 위한 '너와나의愛티켓',프로그램,안전,동작구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
정착할결심<1인가구 범죄예방교육> 참여자 모집,프로그램,안전,관악구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
"[1인가구] 1 : 1 개인상담 '뿌꾸네 마음(心) 쉼터' (전문심리상담, 강북구 우선)",상담,외로움,강북구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[노원청년일삶센터] 집 정리정돈 비결 '뻔한 정리 대신 FUN한 정리로',프로그램,기타,노원구,"0,10,20","남성,여성"
[중랑구] 2024 전월세 안심계약 도움 서비스,상담,주거,중랑구,"0,10,20,20,30,40,50,60,70,80,90,100","남성,여성"
[광진구] 1인가구 원예집단상담 <내 마음의 정원>,상담,외로움,광진구,"20,30","남성,여성"
도심 캠핑 프로그램 '구로스테이' (2월) (모집완료),프로그램,기타,구로구,"20,30,40,50","남성,여성"
